,2022-12-05
2943,"2023 silver and gold stacking strategy + shout out to PMG

https://t.co/jCCoj2cJ0i

#Gas #GoldInvestingStrategy #Mining #Oil https://t.co/W8OS6d0MOA"
2944,Texas continues to lead U.S. in energy production powered by oil and natural gas | Just The News https://t.co/3ZX36rsDio
2945,"@Khamenei_m @khamenei_ir [Despite Iran's immense wealth in terms of oil, gas &amp; other natural resources &amp; a highly educated populace],90% of Iranians have problem paying for food &amp; shelter
Khamenei &amp; his cronies spend Iranian blood &amp; treasure to support Hezbollah, Hamas, Syrian despot,Putin &amp; themselves"
2946,"@brainjotter__ Sir with 100k I will start up plantain chips business, I will buy plantains groundnut oil frying pan and gas cylinder. It is movable
#earthwormman"
2947,"@SalPenn211 @elonmusk @POTUS Using corn that could feed millions of starving people while America
Has 100’s of years of oil and gas in the ground🤔"
2948,Natural Gas $5.758 (-8.42%) https://t.co/tELCmZBFlY
2949,"California beware fake ballot measure on oil and gas drilling. 
https://t.co/3BU6dn7H3G"
2950,"The fossil fuel lobby is powerful, but not invincible. It’s Canada’s turn to adopt a windfall profits tax on oil and gas companies https://t.co/B0qYxAdx3r via @torontostar"
2951,@Amb_Ulyanov Nobody wants Russia’s blood oil and gas. Russia is a glorified gas station. #RussiaIsATerroristState 🇺🇦🇺🇦🇺🇦🇺🇦
2952,"“One, the Permian is rocking it, back to record production levels and nearing capacity again as it did several years ago. We need big pipeline investment into the Permian to get that stranded gas out of there.” Alliance President @JasonModglin 

https://t.co/iPtbkcuKMO @mwtnews"
2953,@shehzadkaan1 @KhurramBhatti01 @kdastgirkhan @AmjadHafeez19 @MOP__Updates @MoWP15 @HescoAlert @sepcoofficial @NTDC_Pakistan @FescoOfficial @IESCO_Official @Lescoofficial @shehzadkaan1 Loadshedding hogi sir. Due to low reserve for purchasing petrol and oil and gas. Our electricity still requires 40% from thermal power planet.
2954,"@Andreaswirz2 @OfManyPotatoes @NoMoreNATO It’s the SELLER who sets the conditions of how much he is prepared to receive in payment NOT the buyer. 
Putin said he will only accept what is written in the contract w/the EU. NOT less. He said he is not forcing anyone 2 buy Russian oil &amp; gas."
2955,"@Rizendragon @SelfReal101 @joonbug0861 @patti_lake @BlackKnight10k Last time I checked, Hunter was an unemployed drug addicted hooker connoisseur with no background in the oil and gas industry.  He was not one of VP Biden's staff members."
2956,"@l0st_1n_th0ught @DaveYates86 @GMacdonaldSNP Well, without Scottish and Welsh electricity you will have blackouts.
Without Scottish oil and gas you won't be able to heat your homes.
Without Welsh water Liverpool taps run dry."
2957,"According to the Centre for Future Work, corporate profits have grown significantly this year compared to pre-pandemic levels in a small number of sectors where consumer prices have also risen: https://t.co/OkMDWGrtvc

#oilandgas #businesslaw #calgary"
2958,"@Jred3939 @golvera22 @IlhanMN The American president does not control the global economy, nor does he control the gas and oil trade, he can influence prices at the pump but only by so much. Also, it’s hard to judge presidents on inflation because they have to take on the prior presidents inflation numbers lol"
2959,@Muzaffar_TN @ProudElephantUS @POTUS No but when he threatened oil Gas that we will be all green and not use them or let them drill anymore or have permits to. And then goes to other countries to get it look at the whole picture and the threat this idiot is to us
2960,"@DragoApollo @NEWSMAX Biden, July 2019: “We would work [fossil fuels] out. We would make sure it's eliminated.""
Biden, September 2019: “I guarantee you we’re going to end fossil fuel.”
Biden, September 2019: “I’ve argued against any more oil drilling or gas drilling on federal lands.."
2961,"Global oil production has continued to rise over the years. Here’s a look at the top 10 oil-producing countries.

https://t.co/MnkjDsjPo2

#oilgas #oilstocks #gasstocks"
2962,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/ya3tBFwFcf - City Council President Krekorian declared 'the time has come' to 'end oil and gas production in the city of Los Angeles' #OilDrilling #Environemnt"
2963,"@unusual_whales Good thing we have those oil reserves….Oh wait, we don’t anymore because Biden burned them to artificially suppress gas prices before mid-terms.  It’s going to get interesting….."
2964,"@disclosetv Well , they should’ve known that’s coming after they pass the price caps on Russian oil and gas.  It will get worse though"
2965,"Energy transitions are slow: oil took 40 years to go from 5% to 25% of the global primary energy supply, and it looks as though natural gas will take 60 years to do the same."
2966,"@ArtyomLukin Love it how desperate an academic has to be to make a social media post like this.😘 In 2022 many Russians don’t have even running water. Of course Russia now has oil and gas to waste, because you lost European buyers. It does not make your country smart or strong, just stupid."
2967,"@IU_Wakilii I missed the Ben Ayade part, which of the questions did he answer ?
Alake, oil and gas
El Rufai, security
Betta, health
Speaker, defense pact
Edun, diaspora remittances.
#RenewedHope2023"
2968,@CheriDiNovo @LoblawsON https://t.co/VJmJkJxypg
2969,"Eclat and its partners have extensive experience in energy, oil, and gas operations ranging from upstream, midstream, and downstream operations. https://t.co/ly08Z64uRR #oilandgas #eclatoilandgas #oilindustry https://t.co/6zzlixOYlg"
2970,@CaptainConserv1 @JPWilliams36 @robreiner There is so much inaccuracy in what you’re saying. Biden didn’t wage war against the oil and gas industry. Our hope for the future was to phase out oil and gas in favor of renewable energy sources. Russia’s war on Ukraine threw a wrench into that plan.
2971,@ThePollLady Revived the American oil and Gas industry...
2972,@CaneAlum212 @rajeevdadhe @funylute @POTUS Indian oil purchase from Europe for 1 month from Russia  equals to Europe Gas pipeline &amp; oil in one Afternoon this would be actual metaphor for your tweet
2973,I looked at EVs as an alternative (not as a replacement) for the internal combustion vehicles even after working for 30+years in the oil&amp;gas industry mainly due to the higher efficiency of electrical motors and seriously considered buying one. https://t.co/h4SUABn8NH
2974,@IanByrneMP Scotland still sits on a huge oil and gas reserve.
2975,#SoCalTelevision #Alert &gt;&gt; California lawmakers discuss penalty for big oil’s high gas prices @ericspillman reports  Want more info? visit https://t.co/T90cKkF4Ll and FOLLOW @SoCalTelevision
2976,Special Session To Tackle Possible Penalties For Oil Companies In Effort To Lower Gas Prices: https://t.co/QjXfkb7od9
2977,@TomStDenis2 @unusual_whales There are plenty of countries needing Russian oil and gas.
2978,"'Firstpost' channel.

Ukraine and Allies Lash out at Emmanuel Macron for “Pro-Russia” Stance | Russia Ukraine War.

https://t.co/5MpThBB4gi

#Z #Russia #Ukraine #Russian #Sanctions #Donetsk #Putin #Zelensky #Zelenskyy #ZelenskyyUA #Moscow #Russians #Oil #Gas #Donbass #Donbas #SMO"
2979,🍬🍫🍿🍩🍪🍒🍈🥑🍳🥚🍤🍒🍊🍯🍞🥐🥖🥞🍯🍞🥐🥖🍎🍐🍊🥫🍳🥚🍋🍌🍉UK urged to impose windfall tax on offshore oil and gas operators
2980,贵阳康养职业大学 🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊 # Executives say they cannot increase oil and gas supplies in time to stop winter energy crunch
2981,"#JaredsLaptop 
#JaredKushner 
#SaudiArabia 
#2Billion #PortArthur
#ArizonaWater
#PortArthurRefinery #TrumpCorruption
#RepublicanGlobalists #Oil #Gas #Russia https://t.co/bc9983liJY https://t.co/wS2xU8RCiM"
2982,🔴 Debatirán temas del sector energético en Expo Oil &amp; Gas México 2023 (01/12/22) https://t.co/b4ANhEBCVy
2983,广东工程职业技术学院 🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐 # Boss of oil and gas giant says region may have to prepare for several years of rationing
2984,@K_Basharr Rich man you must work in oil and gas 😂😂
2985,庐江上_门 上 门 服 务 /兼_职/学生+妹/ # Boss of oil and gas giant says region may have to prepare for several years of rationing
2986,"VaygWay Siphon Oil Gas Pump- Liquid Air Fuel Fluid Tool-Transfer Pump Kit Extractor - Syphon Hose Car Auto SUV FICBDQX

https://t.co/zu8h7JnYL1"
2987,@ChunterXRP @Kenny80252099 My last purchase was at $9.31 but I believe in the oil/gas play. The squeeze is a bonus for me.
2988,"11. Sin embargo, a pesar de haber registrado en 🗓️2022 la producción de petróleo y gas más alta de los últimos años, este año Argentina🇦🇷 importó más de 6000 millones de dólares de gas en forma de GNL, de gasoil, fuel oil y naftas para abastecer la demanda interna. https://t.co/gk2bhp0Ssd"
2989,U.S. gas prices have been up and down throughout the year and now more uncertainty is on the horizon as a European Union embargo on Russian oil imports kicks in along with a price cap on crude out of Russia #WSJWhatsNow https://t.co/fIqeEb2uP1 https://t.co/LhXxR3OJ6P
2990,"Oil and natural gas are absolutely essential to modern healthcare, literally helping our medical professionals save lives. It is estimated the average emergency room has 90 products derived from petroleum and natural gas. #Oreomatic #miningbullies"
2991,@lastplacepace @johnhackerla @POTUS The vote in Congress had nothing to do with lowering gas. The GOP voted NO for removing more oil from our strategic reserves.
2992,"@Ed_Miliband And oil and gas, the fossil fuels of the global north. What about them?  https://t.co/nOde0nBWK5"
2993,"California lawmakers to meet, eye big oil's high gas prices - CBS Los Angeles https://t.co/ASCgLakWGE"
2994,"Despite having a coastline of 990 kilometers along the provinces of #Sindh and #Baloc, which contains an abundance of natural resources in the form of gas, and oil reserves, the #Baloch live in extreme poverty. #BalochistanIsNotPakistan  #baloch_girl 
#لا_للاساءة_للمؤسسة_العسكرية https://t.co/u0EReaFzva"
2995,"YES!!! Railroad &amp; coal barons,gas &amp; oil, NY developers, bankers, big pharma, million &amp; billionaires treat PA &amp; its candidates like pawns in their power game. What if we say we will no longer vote for anyone who plays along? Put power back in the hands of the people of PA. https://t.co/vumrXICFUp"
2996,@NoMoreNATO @trobert841 Vladimir Putin said that he would only accept the price that was agreed in the contract with the EU.  NOT less. He said he is not forcing anyone to buy Russian oil &amp; gas and quoting a Russian fable he said: ‘The wolf can sit outside in the cold’.
